4-55165,http://tshop.r10s.jp/life-styling/cabinet/dl/dl-574db_001.jpg?fitin=700:700,28240.0000,,インテリア・寝具・収納 > デスク > パソコンデスク > 木製,ウォルナット パソコンデスク スカンジナビアン 北欧 PCデスク 幅60 60cm （DL-574）(インテリア 家具 おしゃれ 北欧風 ナチュラル シンプル チェスト ウォールナット リビング 通販 楽天 勉強机 大人 おしゃれ ),北欧 スカンジナビアン 天然木 PCデスク,"<table id=""goods_spec"" bgcolor=""#3D2106"" border=""0"" cellpadding=""5"" cellspacing=""1""><tr><th colspan=""2"">*Item information</th></tr><tr><td colspan=""2"">北欧モダンなプリンター収納付きパソコンデスク。<br>世界三大銘木の１つウォールナットで作られてPCラックは木目が美しく、収納もたくさんあります。<br>
シンプルながらナチュラルな雰囲気でリビングに置くとよりおしゃれに。<br>
天然木の為、１つ１つ木目が違いオンリーワンの家具としてお楽しみください。<br>
木の優しさを損なわない様、縁は丸みを帯びたデザインに。
シックな色合いなので、大人の落ち着きを感じるお部屋になります。<br>
パソコンだけでなくキーボードやプリンターを一緒に収納できる一体型の机です。棚板と引き出し付きで、プリンターの用紙や文房具を収納できます。<br><br></td></tr>
<tr><th>サイズ</th><td>幅60×奥行45×高さ78cm</td></tr>
<tr><th>材質</th><td>天板・前面・側面：ウォルナット天然木化粧合板(ウレタン樹脂塗装)<br>脚部：ウォルナット天然木(ウレタン樹脂塗装)</td></tr>
<tr><th>重量</th><td>約24kg</td></tr>
<tr><th>棚板枚数</th><td>可動棚1枚（3cmピッチ3段階）</td></tr>
<tr><th>引出内寸</th><td>幅24.5×奥行32.5×深さ9.5cm</td></tr>
<tr><th>扉内部内寸</th><td>幅48×奥行33×高さ32cm（有効内寸）</td></tr>
<tr><th>オープン部内寸</th><td>天板有効内寸：幅56×奥行42.5cm<br>スライドテーブル上：幅56×奥行35×高さ6cm（有効内寸）</td></tr>
<tr><th>天板耐荷重</th><td>約30kg</td></tr>
<tr><th>原産国</th><td>中国</td></tr>
<tr><th>商品について</th><td>お客様にて脚部取付け。</td></tr>
<tr><th>送料</th><td>※【期間限定！送料無料!!※沖縄・北海道・離島除く】<br>※この商品のサイズは【中サイズ】になります。</td></tr>
</table><br><br>■■■■■■<link media=""all"" rel=""stylesheet"" type=""text/css"" href=""http://www.rakuten.ne.jp/gold/life-styling/css/series.css"">",ウォルナット パソコンデスク スカンジナビアン 北欧 PCデスク 幅60 60cm （DL-574）(インテリア 家具 おしゃれ 北欧風 ナチュラル シンプル チェスト ウォールナット リビング 通販 楽天 勉強机 大人 おしゃれ )：家具のライフスタイリングショップ,すきま収納家具収納デスク組立て収納家具カウンターランドリーパソコンデスクキャビネットカウンター下木製チェスト机ウォールナットサニタリー収納ワゴンキッチン収納天然木本棚ウォルナット パソコンデスク スカンジナビアン 北欧 PCデスク 幅60 60cm （DL-574）(インテリア 家具 おしゃれ 北欧風 ナチュラル シンプル チェスト ウォールナット リビング 通販 楽天 勉強机 大人 おしゃれ ),北欧 スカンジナビアン 天然木 PCデスク。ウォルナット パソコンデスク スカンジナビアン 北欧 PCデスク 幅60 60cm （DL-574）(インテリア 家具 おしゃれ 北欧風 ナチュラル シンプル チェスト ウォールナット リビング 通販 楽天 勉強机 大人 おしゃれ )[rn]
4-55166,http://tshop.r10s.jp/fi-mint/cabinet/thumb_smh/other/olfsdk_s.jpg?fitin=700:700,5170.4000,,インテリア・寝具・収納 > デスク > パソコンデスク > 木製,【最大5000円オフクーポン★全品対象】折りたたみデスク パソコンデスク 天然木テーブル[小型]【送料無料】リビング/ミシン台/サイドテーブル/フォールディング/棚/折り畳み/PCデスク/アイロン台/北欧テイスト/カントリー/ナチュラル/ウォールナット/折り畳みデスク,折りたたみデスク 天然木パソコンデスク,"<table width=""400"" border=""0"">
<tr>
<td> 
<br />
<p><b><font color=""#d61313""><font size=""3"">※こちらの商品の配送区分：【小型家具】</font></font></b></p>
</td>
</tr>
<tr>
<td> 
<img src=""http://image.rakuten.co.jp/fi-mint/cabinet/shipping_day.gif"" border=""0"" width=""400""><br /><br />
</td>
</tr>
</table><table class=""product_pc"">
<tbody>
<tr>
<th>商品名</th>
<td>
折りたたみデスク幅70cm</td>
</tr>
<tr>
<th>商品説明</th>
<td>
○天然木の木目と色が美しいフォールディングデスク。<br />
○使用されないときはコンパクトにたためます。<br />
○デスクにもミシン台にも、アイロン台、サイドテーブルにもなる優れものです。</td>
</tr>
<tr>
<th>配送について</th>
<td>

